"species","area_global","mhw_freq","mhw_total_days","mhw_max_int","mhw_mean_int","mhw_cum_int","slope_mean_int","slope_freq","slope_cum","slope_max","slope_total","dem_mean","dem_range","Order","X2024.IUCN.Red.List.category","Average.Mass","Clutch_Min","Clutch_Max","Sed","Primary.Habitat","Primary.Diet","HB","Flightlessness","Exposure","IUCN_num","Clutch_mean","Flightless_num","Trait_sensitivity","Sensitivity","Suitability","Risk_index","Risk_level"
"Tragopan caboti",0.0012590986798246,0.828770907553724,0.83016024732444,0.716844358058788,0.254978219071722,0.318491220675008,0.590558831057007,0.245403087560676,0.473723463258169,0.558683303357061,0.370346873553201,0.134413913738231,NA,"Galliformes","VU",0.0243885569571764,2,6,0,"Forest","Seed",1,"No",0.51879605114698,0.5,0.157894736842105,0,0.0455708234498204,0.27278541172491,0.0678365062090278,0.131919772433661,"Very high"
"Tragopan melanocephalus",7.32532392176435e-05,0.817002706636395,0.887973005731731,0.456965137242059,0.31434087413749,0.421431192914968,0.453964222630575,0.21415446363881,0.486463075476119,0.572231183324004,0.369495365564823,0.737499733202166,NA,"Galliformes","VU",0.0350292886138851,3,6,0,"Forest","Plant",1,"No",0.499402122729697,0.5,0.184210526315789,0,0.0548099537324186,0.277404976866209,0.368786493220692,0.0874461947556525,"Very high"
"Tragopan satyra",0.000322979420166276,0.774960655101339,0.754147884846098,0.412783838692193,0.210491079795866,0.262116672016223,0.409670424319164,0.378573023908063,0.402254529363425,0.483625278243122,0.440438995437015,0.658076774564768,NA,"Galliformes","LC",0.031305032534037,2,6,0,"Forest","Plant",2,"No",0.452906238172251,0,0.157894736842105,0,0.0472999423440356,0.0236499711720178,0.329199876992467,0.00718508734233031,"Medium"
"Tragopan temminckii",0.00410188678184693,0.812656888678457,0.751550547830196,0.569792512657337,0.289153280035913,0.31314629562017,0.604508137870932,0.25362777516602,0.473033694342841,0.575694059010993,0.36057011090782,0.418109625168421,NA,"Galliformes","LC",0.0243193922014078,3,5,0,"Forest","Plant",3,"No",0.500373330212068,0,0.157894736842105,0,0.0455535322608783,0.0227767661304391,0.211105755975134,0.00899093801777149,"High"
"Tregellasia leucops",0.000580609253699015,0.627886421484292,0.440414320511248,0.590634057352776,0.105925828840679,0.0896944929331227,NA,0.586827561230221,0.324376297481041,NA,0.488043709368085,0.227657811559014,NA,"Passeriformes","LC",0.000254668177650563,2,2,0,"Forest","Invertebrate",2,"No",0.406725336150183,0,0.0526315789473684,0,0.0132215617812547,0.00661078089062737,0.114119210406356,0.00238193153322843,"Low"
"Treron affinis",0.000547305514612624,0.724783623651319,0.820311286722727,0.749696277132165,0.184202351319198,0.234541843810041,0.324622681623287,0.156413739378329,0.27705008531708,0.354467627158025,0.302644762061319,0.138379552916714,NA,"Columbiformes","LC",0.00489473656208601,2,2,0,"Forest","Fruit",2,"No",0.412873427817349,0,0.0526315789473684,0,0.0143815788773636,0.0071907894386818,0.0694634292156631,0.00276265688979058,"Low"
"Treron apicauda",0.00510772146635058,0.786798526874171,0.779665516744846,0.653941799824888,0.248202594281344,0.295660226549464,0.425231802877889,0.310768580219387,0.397465258175111,0.47839444575039,0.373564641983044,0.281797523505663,NA,"Columbiformes","LC",0.00459679607569816,2,2,0,"Forest","Fruit",2,"No",0.474969339328053,0,0.0526315789473684,0,0.0143070937557666,0.00715354687788332,0.143452622486007,0.00291030424490883,"Low"
"Treron aromaticus",2.45684095050376e-05,0.734398490203886,0.663511167840036,0.60162905136204,0.0736170499532905,0.117074725609623,NA,0.457281066266936,0.285066859822399,NA,0.468840091504216,0.152018366726251,NA,"Columbiformes","NT",0.00489473656208601,NA,2,0,"Forest","Fruit",1,"No",0.425177312820303,0.25,0.0526315789473684,0,0.0143815788773636,0.132190789438682,0.0760214675678783,0.0519317741865675,"Very high"
"Treron axillaris",0.000807457713068545,0.703489517094068,0.713303386085427,0.653399094720015,0.0886656470683271,0.146479716608779,0.394765628135818,0.371313001788093,0.273680980062861,0.448775879853617,0.425643828121923,0.112795136564427,NA,"Columbiformes","LC",0.0039652686518725,NA,2,0,"Forest","Fruit",1,"No",0.421951667953893,0,0.0526315789473684,0,0.0141492118998102,0.00707460594990511,0.0568012971387477,0.00281558185539336,"Low"
"Treron bicinctus",0.00741035134788889,0.692643942988953,0.821812194607934,0.758814721820194,0.222842745975825,0.295350256605726,0.329352079783461,0.234362532360631,0.277372061327752,0.392299405532005,0.301710213537293,0.125010736705375,NA,"Columbiformes","LC",0.00362848949493767,2,2,0,"Forest","Fruit",3,"No",0.432656015453977,0,0.0526315789473684,0,0.0140650171105765,0.00703250855528826,0.0662105440266321,0.00284120114630149,"Low"
"Treron capellei",0.00361602941687842,0.680634990243253,0.610896814829689,0.690194679661426,0.111364226414978,0.145946182100093,0.35496991033389,0.484032299934455,0.320737706486279,0.448613981150001,0.465850294610876,0.0804438475001436,NA,"Columbiformes","VU",0.00874668142181456,NA,2,0,"Forest","Fruit",1,"No",0.431324108576494,0.5,0.0526315789473684,0,0.0153445650922957,0.257672282546148,0.042029938458511,0.106469048967686,"Very high"
"Treron chloropterus",2.07895707577318e-05,0.60662561380379,0.779390308121631,0.607732351784814,0.0509065424370313,0.128593811587071,NA,0.244473316505327,0.243120556447594,NA,0.393153936551425,0.0547607162676036,NA,"Columbiformes","NT",0.00489473656208601,2,2,0,"Forest","Fruit",1,"No",0.381749554654835,0.25,0.0526315789473684,0,0.0143815788773636,0.132190789438682,0.0273907529191807,0.0490815342053571,"Very high"
"Treron curvirostra",0.00980221995946098,0.73415210462587,0.748072094079901,0.703564338712743,0.189270612945908,0.243174702774825,0.410587321003405,0.34102777454938,0.339483673822205,0.463550816152147,0.382786345952439,0.142771575723893,NA,"Columbiformes","LC",0.00296167031111727,2,2,0,"Forest","Fruit",4,"No",0.455566978461882,0,0.0526315789473684,0,0.0138983123146214,0.00694915615731071,0.0762868978416771,0.0029242965489343,"Low"
"Treron floris",0.000108897777404788,0.684810096758589,0.728524654961443,0.612534553793994,0.0659277043600199,0.118719826914159,0.370941875921675,0.296251278904702,0.234675447991575,0.413906316575448,0.388626470641826,0.123863223195717,NA,"Columbiformes","VU",0.00344759705677362,NA,2,0,"Forest","Fruit",2,"No",0.391491822682343,0.5,0.0526315789473684,0,0.0140197940010355,0.257009897000518,0.0619860604865608,0.0943804046524672,"Very high"
"Treron formosae",0.000114488090359549,0.747616406241237,0.763445445046319,0.578585391137493,0.111817476995122,0.162516419281713,0.270020403804179,0.309517541668487,0.327114979273669,0.420686701394164,0.414432533963764,0.204251225092428,NA,"Columbiformes","NT",0.00462871827066829,2,2,0,"Forest","Fruit",3,"No",0.410575329880615,0.25,0.0526315789473684,0,0.0143150743045092,0.132157537152255,0.102182856591394,0.0487161188095949,"Very high"
"Treron fulvicollis",0.00267887916120752,0.673727852751853,0.610643309501042,0.696427053931845,0.106586154049635,0.142119792193749,0.377446018336852,0.482488510872728,0.318639292210157,0.433326673393627,0.469491424733418,0.0596522347451675,NA,"Columbiformes","VU",0.00346887852008704,2,2,0,"Forest","Fruit",4,"No",0.431089608197491,0.5,0.0526315789473684,0,0.0140251143668639,0.257012557183432,0.0311655569531875,0.107342440902221,"Very high"
"Treron griseicauda",0.000706497102138546,0.780184587079761,0.764423213579055,0.621858143968606,0.0870728409886143,0.156603498533405,0.32521469166231,0.497332000141899,0.29746584815412,0.406548516046014,0.508747565049168,0.129652629611778,NA,"Columbiformes","LC",0.00344759705677362,2,2,0,"Grassland","Fruit",3,"No",0.444545090520295,0,0.0526315789473684,0,0.0140197940010355,0.00700989700051776,0.0651795633569582,0.00291310174427229,"Low"
"Treron olax",0.00390367153001035,0.669692385904273,0.585734214574102,0.679310034679446,0.108127026652513,0.13629050432769,0.395856869182251,0.489667035199778,0.315684531546208,0.452900269476488,0.464035139136563,0.0932860006848804,NA,"Columbiformes","LC",0.00155354682187947,2,2,0,"Forest","Fruit",2,"No",0.429729801067931,0,0.0526315789473684,0,0.013546281442312,0.00677314072115599,0.0485948361074454,0.00276917929268377,"Low"
"Treron oxyurus",0.00027310762358425,0.670931542696252,0.530405548261571,0.570357457585379,0.107331827232492,0.112275827967989,0.443557621330215,0.395746425569197,0.274768116085211,0.452170407301977,0.387139944494678,0.243280694049449,NA,"Columbiformes","NT",0.0042775741259969,NA,NA,0,"Forest","Fruit",1,"No",0.394468471852496,0.25,NA,0,0.00142585804199897,0.125712929020999,0.121776900836517,0.0435508964286449,"Very high"
"Treron phayrei",0.00507686993966155,0.754174330615703,0.829854319429432,0.729075267035391,0.236868359102014,0.308528853685281,0.384888895437747,0.282021487791679,0.357509204960854,0.449449706372721,0.351373813958011,0.155796603657071,NA,"Columbiformes","NT",0.00418180754108653,NA,2,0,"Forest","Fruit",1,"No",0.468374423838883,0.25,0.0526315789473684,0,0.0142033466221137,0.132101673311057,0.0804367367983664,0.056896179279568,"Very high"
"Treron phoenicopterus",0.0150073151295089,0.661205074728376,0.850202519149998,0.828028749486648,0.263648105595262,0.339649161898166,0.292707590134917,0.161297709151446,0.206531184060761,0.361202293881573,0.221610057213641,0.12937462503819,NA,"Columbiformes","LC",0.00493020566760838,2,2,0,"Forest","Fruit",3,"No",0.418608244530079,0,0.0526315789473684,0,0.0143904461537442,0.0071952230768721,0.0721909700838497,0.0027945419647084,"Low"
"Treron pompadora",0.00018930522120867,0.632697800306681,0.700028054559589,0.71257848050057,0.10300565589823,0.160402709909445,0.138593420287289,0.0164788522244712,0.0183114239258661,0.156665080715648,0.0231664400657392,0.0784757503944914,NA,"Columbiformes","LC",0.00427331783333422,2,2,0,"Forest","Fruit",2,"No",0.266192791839353,0,0.0526315789473684,0,0.0142262241951757,0.00711311209758783,0.03933252780785,0.00181898463254781,"Low"
"Treron psittaceus",5.69453207668243e-05,0.72285932686543,0.82391055534676,0.649637902458676,0.0957339376607522,0.165546777842939,0.372999577288082,0.304472737810097,0.35334908678362,0.455804238806717,0.494390150827384,0.0879476333501392,NA,"Columbiformes","EN",0.00344759705677362,NA,2,0,"Forest","Fruit",1,"No",0.443870429169046,0.75,0.0526315789473684,0,0.0140197940010355,0.382009897000518,0.044002289335453,0.16210174127724,"Very high"
"Treron seimundi",0.000656696624990542,0.877217851853604,0.822988176740792,0.682758414124664,0.188937272947619,0.259696828850567,0.577294610353072,0.407110242455454,0.480621456677015,0.59625228618588,0.494056227711287,0.162669844667008,NA,"Columbiformes","LC",0.00327734535026628,NA,NA,0,"Forest","Fruit",2,"No",0.538693336789995,0,NA,0,0.00109244845008876,0.000546224225044381,0.0816632706459995,0.000270218149410087,"Very low"
"Treron sieboldii",0.00703162888611665,0.787113869951261,0.810950157833188,0.690681018916073,0.286485548515244,0.339018175143504,0.577276339319295,0.229893267828927,0.490487864350671,0.554087175719748,0.360978465711658,0.135497504434182,NA,"Columbiformes","LC",0.0051288326585336,2,2,0,"Forest","Fruit",3,"No",0.512697188328957,0,0.0526315789473684,0,0.0144401029014755,0.00722005145073775,0.0712645666601491,0.0034379000263918,"Low"
"Treron sphenurus",0.00543211790434968,0.785738386431345,0.760630629258365,0.618183915948193,0.24222497109698,0.282898612105789,0.436892017627955,0.303590543157188,0.375305670642317,0.486416548539463,0.358086365177839,0.336724400250517,NA,"Columbiformes","LC",0.00437334071090728,1,2,0,"Forest","Fruit",2,"No",0.464996765998544,0,0.0263157894736842,0,0.00767228254614787,0.00383614127307394,0.171078259077433,0.00147862503598834,"Low"
"Treron teysmannii",1.76686397044364e-05,0.57980718310425,0.667313903183435,0.643107393316789,0.0842968063420241,0.125506989362062,0.294624875294066,0.0694294570421049,0.0581385471837636,0.324801358620929,0.0645377993575266,0.109610762312376,NA,"Columbiformes","NT",0.00344759705677362,NA,2,0,"Forest","Fruit",1,"No",0.291156431280695,0.25,0.0526315789473684,0,0.0140197940010355,0.132009897000518,0.0548142154760404,0.0363287170533986,"Very high"
"Treron vernans",0.00653582336227811,0.700387045149452,0.676044046326246,0.681220862441552,0.111478291552359,0.160245154284151,0.368086474711513,0.445223239729206,0.312171857835593,0.438373558888224,0.456506001603168,0.0917404904400473,NA,"Columbiformes","LC",0.00273466803577414,2,2,0,"Forest","Fruit",4,"No",0.434973653252146,0,0.0526315789473684,0,0.0138415617457856,0.00692078087289282,0.0491381569011627,0.00286243392835598,"Low"
"Treron waalia",0.0159280617254989,0.77843742373518,0.819260115798346,0.788446750614964,0.173430298597658,0.226332028548683,0.439386465693179,0.386353295288715,0.517409036219093,0.496337593403978,0.565864184882123,0.29956103746963,NA,"Columbiformes","LC",0.00533100656001107,1,2,0,"Forest","Fruit",4,"No",0.519125719278192,0,0.0263157894736842,0,0.00791169900842382,0.00395584950421191,0.157744549597564,0.00172964165925169,"Low"
"Trichoglossus capistratus",0.00012583716547702,0.688270896315238,0.800830103818514,0.636915259368635,0.095037387953338,0.16248674200092,0.35779549409859,0.253590783432867,0.303731626712744,0.430143063780084,0.411078328573492,0.123409764571973,NA,"Psittaciformes","LC",0.0026814643774906,NA,2,0,"Forest","Nectar",2,"No",0.413987968605442,0,0.0526315789473684,0,0.0138282608312148,0.00691413041560738,0.0617678008687252,0.00268556470257933,"Low"
"Trichoglossus euteles",0.00010997128583459,0.721987437105018,0.827871147521312,0.632070129417076,0.0944833690000929,0.167180815410961,0.378304867561697,0.327467205395541,0.37500621274988,0.451562465534537,0.529160946178387,0.122798827389622,NA,"Psittaciformes","LC",0.00148331799294519,3,3,0,"Forest","Nectar",4,"No",0.45050945958745,0,0.105263157894737,0,0.0266866189719205,0.0133433094859603,0.0614543993377284,0.00564186710484687,"Medium"
"Trichoglossus forsteni",3.33257208321882e-05,0.711366697263123,0.756289213461039,0.58875012249854,0.0653235527900202,0.130431544713539,0.387561551286835,0.441190412677085,0.318411196283239,0.435844985838611,0.548308352239361,0.14129880316003,NA,"Psittaciformes","EN",0.00214375273777158,NA,2,0,"Woodland","Nectar",1,"No",0.438347762905139,0.75,0.0526315789473684,0,0.013693832921285,0.381846916460643,0.070666064440431,0.155553532664497,"Very high"
"Trichoglossus haematodus",0.0025320105293377,0.649374499788193,0.494631789471903,0.659543285545433,0.109392254265354,0.103315806356302,0.407887809533519,0.541652970832098,0.320179636518335,0.482636801999716,0.475684209539875,0.102403690643754,NA,"Psittaciformes","LC",0.00245588086636837,1,3,0,"Woodland","Nectar",7,"No",0.424429906385073,0,0.0526315789473684,0,0.0137718649534342,0.0068859324767171,0.0524678505865458,0.00276925336318922,"Low"
"Trichoglossus johnstoniae",2.51303380066803e-05,0.736804044420559,0.726860732499254,0.597687833460476,0.092339315445971,0.173117671029077,NA,0.581116860402062,0.303187271518403,NA,0.540621886882495,0.263681610654641,NA,"Psittaciformes","NT",0.00108535462898429,2,2,0,"Forest","Herbivore",1,"No",0.468966951957287,0.25,0.0526315789473684,0,0.0134292333940882,0.131714616697044,0.131853370496324,0.0536252456897678,"Very high"
"Trichoglossus rosenbergii",6.28118200465074e-06,0.703370531969311,0.530101102816449,0.574024648062992,0.0392219069518818,0.0673003763257052,NA,0.635998653758746,0.277288480309956,NA,0.560525867254517,0.0651103474600811,NA,"Psittaciformes","VU",0.0026814643774906,NA,2,0,"Forest","Nectar",2,"No",0.423478945931195,0.5,0.0526315789473684,0,0.0138282608312148,0.256914130415607,0.0325583143210429,0.105255454610603,"Very high"
"Trichoglossus weberi",4.04017536414236e-05,0.652915832477316,0.656030672757814,0.612716115065424,0.0690698573406694,0.10670378812386,0.337105513424113,0.147631126629048,0.105959540696569,0.384884843852669,0.170580868391784,0.140182037749394,NA,"Psittaciformes","NT",0.00267720808482791,NA,2,0,"Forest","Nectar",1,"No",0.324359815875927,0.25,0.0526315789473684,0,0.0138271967580491,0.131913598379025,0.0701112197515176,0.0397875887361937,"Very high"
"Tricholestes criniger",0.00350497053105299,0.671399734128148,0.592942374593269,0.687595694066548,0.110069277517499,0.140314620780437,0.362496250036779,0.486297550420232,0.31680675110715,0.459051739538783,0.462850784769003,0.0829092131451395,NA,"Passeriformes","LC",0.000266018291417718,NA,NA,0,"Forest","Omnivore",1,"No",0.428982477695785,0,NA,0,8.8672763805906e-05,4.4336381902953e-05,0.0432070918380963,1.81977523398547e-05,"Very low"
"Tringa brevipes",0.0231652737993558,0.777880375241542,0.821248872270201,0.51602408806141,0.567208193854534,0.615909733189064,0.77637864441729,0.220411572852659,0.689068221557162,0.787328055964934,0.355019264898869,0.158278944383381,NA,"Charadriiformes","LC",0.00248993120766984,4,4,0,"Riparian","Invertebrate",6,"No",0.612647702230767,0,0.157894736842105,0,0.0400961670124438,0.0200480835062219,0.0907221090913682,0.0111681259461562,"High"
"Tringa erythropus",0.069978515319322,0.764974570888501,0.857753139871763,0.619382549225117,0.686995698024658,0.733899741066301,0.477965164324298,0.172847501517653,0.64387358866202,0.646442665031242,0.297493903134091,0.112872103874017,NA,"Charadriiformes","LC",0.00339439339849008,3,5,0,"Grassland","Invertebrate",6,"No",0.590162852174564,0,0.157894736842105,0,0.0403222825601488,0.0201611412800744,0.0914253095966695,0.0108105457013533,"High"
"Tringa glareola",0.185593766539076,0.767797990661282,0.813953691246387,0.612696414742759,0.56455726650618,0.595834248388926,0.620818431700251,0.191426233083805,0.563832317224007,0.635719910670472,0.297220185643446,0.140787360429731,NA,"Charadriiformes","LC",0.00135137292040201,3,4,0,"Wetland","Invertebrate",8,"No",0.566385668986751,0,0.131578947368421,0,0.0332325800722058,0.0166162900361029,0.163190563484403,0.00787540485831867,"Medium"
